,ID_F,ID_H_x,assay_chembl_id,value_F,type_H,value_H
19138,CHEMBL58987,CHEMBL55960,CHEMBL618006,1.0,IC50,0.1
19139,CHEMBL58987,CHEMBL55960,CHEMBL762412,0.71,IC50,4.2
19140,CHEMBL57358,CHEMBL55960,CHEMBL618006,0.12,IC50,0.1
19141,CHEMBL57358,CHEMBL55960,CHEMBL762412,1.3,IC50,4.2
19142,CHEMBL293150,CHEMBL55960,CHEMBL618006,1.0,IC50,0.1
19143,CHEMBL293150,CHEMBL55960,CHEMBL762412,1.0,IC50,4.2
19196,CHEMBL1724118,CHEMBL1713397,CHEMBL1738239,20.0,IC50,20.0
19215,CHEMBL153258,CHEMBL152401,CHEMBL847453,37.9,IC50,28.5
19217,CHEMBL153258,CHEMBL152401,CHEMBL808565,50.0,IC50,62.0
19219,CHEMBL153258,CHEMBL152401,CHEMBL812395,340.0,IC50,270.0
19221,CHEMBL2089182,CHEMBL2089174,CHEMBL2091269,9.0,IC50,20.0
19227,CHEMBL1359842,CHEMBL1503523,CHEMBL1614105,34.74,IC50,1.87
19233,CHEMBL3183586,CHEMBL1393367,CHEMBL3215016,21.8,IC50,21.8
19234,CHEMBL3183586,CHEMBL1393367,CHEMBL3215016,21.8,IC50,21.8
19241,CHEMBL3183586,CHEMBL1393367,CHEMBL3214840,11.7,IC50,0.0566
19242,CHEMBL3183586,CHEMBL1393367,CHEMBL3214840,11.7,IC50,0.0242
19249,CHEMBL3185423,CHEMBL1393367,CHEMBL3215016,0.0426,IC50,21.8
19250,CHEMBL3185423,CHEMBL1393367,CHEMBL3215016,0.0426,IC50,21.8
19257,CHEMBL3185423,CHEMBL1393367,CHEMBL3214840,0.176,IC50,0.0566
19258,CHEMBL3185423,CHEMBL1393367,CHEMBL3214840,0.176,IC50,0.0242
19265,CHEMBL352786,CHEMBL170292,CHEMBL705961,2.0,IC50,2.1
19420,CHEMBL120215,CHEMBL327197,CHEMBL617698,9.5,IC50,0.37
19427,CHEMBL341474,CHEMBL327197,CHEMBL617698,0.81,IC50,0.37
19430,CHEMBL341474,CHEMBL327197,CHEMBL615926,138.0,IC50,89.0
19431,CHEMBL341474,CHEMBL327197,CHEMBL616754,371.0,IC50,232.0
19432,CHEMBL341474,CHEMBL327197,CHEMBL617458,124.0,IC50,43.0
19433,CHEMBL341474,CHEMBL327197,CHEMBL617838,413.0,IC50,780.0
19434,CHEMBL341474,CHEMBL327197,CHEMBL619033,10000.0,IC50,10000.0
19435,CHEMBL341474,CHEMBL327197,CHEMBL784403,232.0,IC50,214.0
19436,CHEMBL124886,CHEMBL327197,CHEMBL617698,0.44,IC50,0.37
19439,CHEMBL119751,CHEMBL420356,CHEMBL645926,0.04,IC50,0.08
19443,CHEMBL343594,CHEMBL136452,CHEMBL644300,14.8,IC50,4.5
19446,CHEMBL335578,CHEMBL136452,CHEMBL644300,9.72,IC50,4.5
19449,CHEMBL136623,CHEMBL134740,CHEMBL768909,34.0,IC50,18.0
19451,CHEMBL136573,CHEMBL136218,CHEMBL712594,120.0,IC50,160.0
19453,CHEMBL136573,CHEMBL136218,CHEMBL680571,89.0,IC50,56.0
19455,CHEMBL136573,CHEMBL136218,CHEMBL1817503,120.0,IC50,160.0
19458,CHEMBL3189090,CHEMBL3185017,CHEMBL3215179,43.14,IC50,35.06
19463,CHEMBL3189090,CHEMBL3185017,CHEMBL3215197,53.6,IC50,54.46
19474,CHEMBL3109489,CHEMBL2143936,CHEMBL3110415,50.0,IC50,12.0
19478,CHEMBL434639,CHEMBL340580,CHEMBL875247,10000.0,IC50,10000.0
19483,CHEMBL434639,CHEMBL340580,CHEMBL875928,28.0,IC50,260.0
19488,CHEMBL340438,CHEMBL122534,CHEMBL674641,0.84,IC50,0.25
19489,CHEMBL119575,CHEMBL324085,CHEMBL676060,2554.0,IC50,328.0
19490,CHEMBL3091999,CHEMBL3091997,CHEMBL3096265,2.0,IC50,0.67
19493,CHEMBL3092186,CHEMBL3092182,CHEMBL3096356,180.0,IC50,530.0
19497,CHEMBL3092186,CHEMBL3092182,CHEMBL3096357,110.0,IC50,230.0
19501,CHEMBL3092186,CHEMBL3092182,CHEMBL3096358,87.0,IC50,95.0
19518,CHEMBL3092187,CHEMBL3092182,CHEMBL3096357,240.0,IC50,230.0
19522,CHEMBL3092187,CHEMBL3092182,CHEMBL3096358,140.0,IC50,95.0
19526,CHEMBL3092187,CHEMBL3092182,CHEMBL3096356,120.0,IC50,530.0
19530,CHEMBL3092185,CHEMBL3092182,CHEMBL3096357,53.0,IC50,230.0
19534,CHEMBL3092185,CHEMBL3092182,CHEMBL3096358,18.0,IC50,95.0
19538,CHEMBL3092185,CHEMBL3092182,CHEMBL3096356,13.0,IC50,530.0
19542,CHEMBL3092184,CHEMBL3092182,CHEMBL3096356,1100.0,IC50,530.0
19546,CHEMBL3092184,CHEMBL3092182,CHEMBL3096358,610.0,IC50,95.0
19550,CHEMBL3092184,CHEMBL3092182,CHEMBL3096357,44.0,IC50,230.0
19554,CHEMBL3127155,CHEMBL3127175,CHEMBL3131142,80.0,IC50,2.4
19555,CHEMBL3127154,CHEMBL3127175,CHEMBL3131142,500.0,IC50,2.4
19556,CHEMBL3127156,CHEMBL3127175,CHEMBL3131142,2.0,IC50,2.4
19557,CHEMBL3127164,CHEMBL3127175,CHEMBL3131142,4.5,IC50,2.4
19558,CHEMBL3127165,CHEMBL3127175,CHEMBL3131142,20.0,IC50,2.4
19571,CHEMBL3126781,CHEMBL3126774,CHEMBL3131385,4.71,IC50,11.32
19573,CHEMBL3126781,CHEMBL3126774,CHEMBL3131387,22.22,IC50,22.22
19575,CHEMBL3126781,CHEMBL3126774,CHEMBL3131389,22.22,IC50,22.22
19577,CHEMBL3126781,CHEMBL3126774,CHEMBL3131391,22.22,IC50,17.24
19580,CHEMBL3124959,CHEMBL3126774,CHEMBL3131385,3.92,IC50,11.32
19582,CHEMBL3124959,CHEMBL3126774,CHEMBL3131387,66.67,IC50,22.22
19584,CHEMBL3124959,CHEMBL3126774,CHEMBL3131389,66.67,IC50,22.22
19586,CHEMBL3124959,CHEMBL3126774,CHEMBL3131391,66.67,IC50,17.24
19588,CHEMBL3126780,CHEMBL3126774,CHEMBL3131385,66.67,IC50,11.32
19590,CHEMBL3126780,CHEMBL3126774,CHEMBL3131387,66.67,IC50,22.22
19592,CHEMBL3126780,CHEMBL3126774,CHEMBL3131389,66.67,IC50,22.22
19594,CHEMBL3126780,CHEMBL3126774,CHEMBL3131391,66.67,IC50,17.24
19596,CHEMBL1269873,CHEMBL470717,CHEMBL1273694,23.0,IC50,2.7
19602,CHEMBL1269873,CHEMBL470717,CHEMBL1273695,20.0,IC50,13.1
19608,CHEMBL1269873,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19614,CHEMBL1269873,CHEMBL470717,CHEMBL1273693,2.7,IC50,1.1
19620,CHEMBL1271300,CHEMBL470717,CHEMBL1273695,20.0,IC50,13.1
19626,CHEMBL1271300,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19632,CHEMBL1271300,CHEMBL470717,CHEMBL1273693,1.4,IC50,1.1
19638,CHEMBL1271300,CHEMBL470717,CHEMBL1273694,3.4,IC50,2.7
19644,CHEMBL1270787,CHEMBL470717,CHEMBL1273695,20.0,IC50,13.1
19650,CHEMBL1270787,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19656,CHEMBL1270787,CHEMBL470717,CHEMBL1273693,1.4,IC50,1.1
19662,CHEMBL1270787,CHEMBL470717,CHEMBL1273694,2.6,IC50,2.7
19668,CHEMBL1271299,CHEMBL470717,CHEMBL1273695,20.0,IC50,13.1
19674,CHEMBL1271299,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19680,CHEMBL1271299,CHEMBL470717,CHEMBL1273693,1.1,IC50,1.1
19686,CHEMBL1271299,CHEMBL470717,CHEMBL1273694,2.9,IC50,2.7
19692,CHEMBL1269979,CHEMBL470717,CHEMBL1273695,12.4,IC50,13.1
19698,CHEMBL1269979,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19704,CHEMBL1269979,CHEMBL470717,CHEMBL1273693,0.9,IC50,1.1
19710,CHEMBL1269979,CHEMBL470717,CHEMBL1273694,1.4,IC50,2.7
19716,CHEMBL1271197,CHEMBL470717,CHEMBL1273695,20.0,IC50,13.1
19722,CHEMBL1271197,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19728,CHEMBL1271197,CHEMBL470717,CHEMBL1273693,1.6,IC50,1.1
19734,CHEMBL1271197,CHEMBL470717,CHEMBL1273694,3.3,IC50,2.7
19740,CHEMBL1270583,CHEMBL470717,CHEMBL1273694,4.7,IC50,2.7
19746,CHEMBL1270583,CHEMBL470717,CHEMBL1273695,20.0,IC50,13.1
19752,CHEMBL1270583,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19758,CHEMBL1270583,CHEMBL470717,CHEMBL1273693,1.6,IC50,1.1
19764,CHEMBL1271298,CHEMBL470717,CHEMBL1273695,20.0,IC50,13.1
19770,CHEMBL1271298,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19776,CHEMBL1271298,CHEMBL470717,CHEMBL1273693,2.0,IC50,1.1
19782,CHEMBL1271298,CHEMBL470717,CHEMBL1273694,3.0,IC50,2.7
19788,CHEMBL1270989,CHEMBL470717,CHEMBL1273695,9.8,IC50,13.1
19794,CHEMBL1270989,CHEMBL470717,CHEMBL1273697,20.0,IC50,20.0
19800,CHEMBL1270989,CHEMBL470717,CHEMBL1273693,0.8,IC50,1.1
19806,CHEMBL1270989,CHEMBL470717,CHEMBL1273694,0.9,IC50,2.7
19812,CHEMBL119305,CHEMBL117835,CHEMBL655514,4.8,IC50,1.2
19813,CHEMBL116534,CHEMBL117835,CHEMBL655514,1.4,IC50,1.2
19814,CHEMBL412363,CHEMBL117835,CHEMBL655514,17.7,IC50,1.2
19822,CHEMBL1277038,CHEMBL1278022,CHEMBL1287273,4.3,IC50,10.0
19824,CHEMBL1277038,CHEMBL1278022,CHEMBL1287275,0.13,IC50,0.047
19827,CHEMBL1277404,CHEMBL1278022,CHEMBL1287273,35.0,IC50,10.0
19832,CHEMBL2440810,CHEMBL2440805,CHEMBL2443631,5.5,IC50,17.8
19835,CHEMBL2440811,CHEMBL2440805,CHEMBL2443631,4.37,IC50,17.8
19838,CHEMBL2440812,CHEMBL2440805,CHEMBL2443631,10.2,IC50,17.8
19842,CHEMBL1276903,CHEMBL1277980,CHEMBL1287202,6.7,IC50,11.2
19843,CHEMBL126789,CHEMBL129553,CHEMBL814457,0.151,IC50,0.543
19845,CHEMBL126789,CHEMBL129553,CHEMBL728561,0.788,IC50,3.37
19848,CHEMBL126789,CHEMBL129553,CHEMBL740149,0.683,IC50,2.16
19851,CHEMBL126789,CHEMBL129553,CHEMBL732623,20.0,IC50,20.0
19854,CHEMBL125846,CHEMBL129553,CHEMBL814457,0.07,IC50,0.543
19856,CHEMBL125846,CHEMBL129553,CHEMBL728561,0.139,IC50,3.37
19859,CHEMBL125846,CHEMBL129553,CHEMBL740149,0.041,IC50,2.16
19862,CHEMBL125846,CHEMBL129553,CHEMBL732623,20.0,IC50,20.0
19865,CHEMBL3125804,CHEMBL3125819,CHEMBL3130115,27.43,IC50,30.33
19867,CHEMBL3125804,CHEMBL3125819,CHEMBL3130116,10.84,IC50,18.89
19869,CHEMBL3125804,CHEMBL3125819,CHEMBL3130117,21.01,IC50,16.7
19871,CHEMBL3125804,CHEMBL3125819,CHEMBL3130118,20.07,IC50,27.36
19873,CHEMBL3125804,CHEMBL3125819,CHEMBL3130119,27.1,IC50,27.71
19875,CHEMBL3125804,CHEMBL3125819,CHEMBL3130120,22.83,IC50,28.2
19877,CHEMBL3125811,CHEMBL3125819,CHEMBL3130115,34.76,IC50,30.33
19879,CHEMBL3125811,CHEMBL3125819,CHEMBL3130116,13.91,IC50,18.89
19881,CHEMBL3125811,CHEMBL3125819,CHEMBL3130117,27.45,IC50,16.7
19883,CHEMBL3125811,CHEMBL3125819,CHEMBL3130118,33.92,IC50,27.36
19885,CHEMBL3125811,CHEMBL3125819,CHEMBL3130119,23.86,IC50,27.71
19887,CHEMBL3125811,CHEMBL3125819,CHEMBL3130120,26.08,IC50,28.2
19889,CHEMBL1232635,CHEMBL3356956,CHEMBL3384490,0.9,IC50,1.3
19891,CHEMBL1232635,CHEMBL3356956,CHEMBL3384492,282.0,IC50,452.0
19892,CHEMBL1232635,CHEMBL3356956,CHEMBL4177817,0.219,IC50,0.309
19893,CHEMBL1232635,CHEMBL3356956,CHEMBL4177816,1.1,IC50,0.589
19894,CHEMBL325639,CHEMBL419951,CHEMBL755166,12.0,IC50,2.0
19895,CHEMBL432628,CHEMBL419951,CHEMBL755166,3.0,IC50,2.0
19910,CHEMBL124786,CHEMBL415320,CHEMBL797532,0.11,IC50,0.21
19913,CHEMBL436200,CHEMBL415320,CHEMBL797532,0.07,IC50,0.21
19916,CHEMBL124186,CHEMBL415320,CHEMBL797532,1.25,IC50,0.21
19919,CHEMBL125397,CHEMBL415320,CHEMBL797532,0.47,IC50,0.21
19922,CHEMBL125299,CHEMBL415320,CHEMBL797532,0.092,IC50,0.21
19925,CHEMBL118762,CHEMBL119515,CHEMBL812106,10.0,IC50,10.0
19932,CHEMBL118762,CHEMBL119515,CHEMBL805131,10.0,IC50,30.0
19937,CHEMBL3126133,CHEMBL3126153,CHEMBL3130167,100.0,IC50,100.0
19938,CHEMBL3126134,CHEMBL3126153,CHEMBL3130167,100.0,IC50,100.0
19994,CHEMBL1269407,CHEMBL1269380,CHEMBL1274290,27.0,IC50,10.0
19995,CHEMBL1269430,CHEMBL1269380,CHEMBL1274290,30.0,IC50,10.0
19996,CHEMBL2431030,CHEMBL2337691,CHEMBL2432395,42.0,IC50,96.0
19997,CHEMBL2431030,CHEMBL2337691,CHEMBL2432397,590.0,IC50,310.0
19998,CHEMBL2431030,CHEMBL2337691,CHEMBL2432398,3.0,IC50,3.8
19999,CHEMBL2431030,CHEMBL2337691,CHEMBL2432517,32000.0,IC50,27000.0
20000,CHEMBL2431030,CHEMBL2337691,CHEMBL2432518,145.0,IC50,590.0
20001,CHEMBL2431020,CHEMBL2337691,CHEMBL2432395,330.0,IC50,96.0
20002,CHEMBL2431020,CHEMBL2337691,CHEMBL2432397,890.0,IC50,310.0
20003,CHEMBL2431020,CHEMBL2337691,CHEMBL2432398,18.0,IC50,3.8
20004,CHEMBL2431020,CHEMBL2337691,CHEMBL2432517,181000.0,IC50,27000.0
20005,CHEMBL2431020,CHEMBL2337691,CHEMBL2432518,82.0,IC50,590.0
20006,CHEMBL2431016,CHEMBL2337691,CHEMBL2432395,110.0,IC50,96.0
20007,CHEMBL2431016,CHEMBL2337691,CHEMBL2432397,940.0,IC50,310.0
20008,CHEMBL2431016,CHEMBL2337691,CHEMBL2432398,7.8,IC50,3.8
20009,CHEMBL2431016,CHEMBL2337691,CHEMBL2432517,61000.0,IC50,27000.0
20010,CHEMBL2431016,CHEMBL2337691,CHEMBL2432518,71.0,IC50,590.0
20011,CHEMBL1300558,CHEMBL1544465,CHEMBL1737912,0.16,IC50,0.63
20026,CHEMBL1300558,CHEMBL1544465,CHEMBL1738369,80.0,IC50,80.0
20041,CHEMBL1300558,CHEMBL1544465,CHEMBL1738494,80.0,IC50,80.0
20056,CHEMBL1300558,CHEMBL1544465,CHEMBL1738552,80.0,IC50,80.0
20071,CHEMBL134114,CHEMBL27549,CHEMBL873905,0.6,IC50,6.5
20073,CHEMBL132086,CHEMBL27549,CHEMBL873905,2.3,IC50,6.5
20075,CHEMBL441287,CHEMBL27549,CHEMBL873905,3.2,IC50,6.5
20077,CHEMBL336200,CHEMBL27549,CHEMBL873905,10.0,IC50,6.5
20079,CHEMBL3116369,CHEMBL3116393,CHEMBL3116908,190.0,IC50,118.0
20090,CHEMBL3116370,CHEMBL3116394,CHEMBL3116908,288.0,IC50,165.0
20101,CHEMBL3116381,CHEMBL3116378,CHEMBL3116908,112.0,IC50,128.0
20112,CHEMBL3116385,CHEMBL3116382,CHEMBL3116908,10000.0,IC50,10000.0
20119,CHEMBL3116498,CHEMBL3116497,CHEMBL3119548,1.8,IC50,2.8
20122,CHEMBL131159,CHEMBL131130,CHEMBL670247,0.018,IC50,0.467
20125,CHEMBL131159,CHEMBL131130,CHEMBL616480,0.142,IC50,0.045
20131,CHEMBL3120282,CHEMBL3120265,CHEMBL3123464,42.0,IC50,28.0
20132,CHEMBL3120282,CHEMBL3120265,CHEMBL3123463,92.0,IC50,73.0
20133,CHEMBL3138022,CHEMBL3138397,CHEMBL680690,56.0,IC50,83.0
20135,CHEMBL572145,CHEMBL164087,CHEMBL3106745,3.1,IC50,3.0
20137,CHEMBL572145,CHEMBL164087,CHEMBL3106746,1.8,IC50,1.0
20140,CHEMBL2335777,CHEMBL2335742,CHEMBL2346227,100.0,IC50,27.0
20143,CHEMBL2335768,CHEMBL2335742,CHEMBL2346227,26.0,IC50,27.0
20146,CHEMBL2335767,CHEMBL2335742,CHEMBL2346227,31.0,IC50,27.0
20149,CHEMBL2335769,CHEMBL2335742,CHEMBL2346227,13.0,IC50,27.0
20152,CHEMBL2335780,CHEMBL2335742,CHEMBL2346225,41.0,IC50,42.0
20153,CHEMBL2335780,CHEMBL2335742,CHEMBL2346227,10.0,IC50,27.0
20156,CHEMBL2335780,CHEMBL2335742,CHEMBL2346226,4.0,IC50,4.0
20157,CHEMBL2335779,CHEMBL2335742,CHEMBL2346227,26.0,IC50,27.0
20160,CHEMBL2335778,CHEMBL2335742,CHEMBL2346227,39.0,IC50,27.0
20165,CHEMBL2335783,CHEMBL2335760,CHEMBL2346227,10.0,IC50,16.0
20169,CHEMBL2335781,CHEMBL2335760,CHEMBL2346227,55.0,IC50,16.0
20173,CHEMBL2335784,CHEMBL2335760,CHEMBL2346227,9.0,IC50,16.0
20177,CHEMBL2335782,CHEMBL2335760,CHEMBL2346227,28.0,IC50,16.0
20181,CHEMBL2335786,CHEMBL2335772,CHEMBL2346227,22.0,IC50,49.0
20184,CHEMBL2335785,CHEMBL2335772,CHEMBL2346227,80.0,IC50,49.0
20185,CHEMBL118125,CHEMBL119697,CHEMBL745137,35.0,IC50,50.0
20186,CHEMBL118125,CHEMBL119697,CHEMBL665411,22.4,IC50,50.0
20187,CHEMBL333404,CHEMBL119697,CHEMBL745137,9.2,IC50,50.0
20188,CHEMBL333404,CHEMBL119697,CHEMBL740153,7.4,IC50,50.0
20189,CHEMBL333404,CHEMBL119697,CHEMBL704796,50.0,IC50,50.0
20190,CHEMBL333404,CHEMBL119697,CHEMBL665411,19.4,IC50,50.0
20191,CHEMBL2441427,CHEMBL2441437,CHEMBL2443482,13.0,IC50,14.0
20193,CHEMBL2441427,CHEMBL2441437,CHEMBL2443483,0.44,IC50,0.11
20195,CHEMBL2441424,CHEMBL2441437,CHEMBL2443482,26.0,IC50,14.0
20197,CHEMBL2441424,CHEMBL2441437,CHEMBL2443483,0.46,IC50,0.11
20199,CHEMBL2441409,CHEMBL2441437,CHEMBL2443482,27.0,IC50,14.0
20201,CHEMBL2441409,CHEMBL2441437,CHEMBL2443483,0.61,IC50,0.11
20203,CHEMBL1257401,CHEMBL1258330,CHEMBL1259574,30.0,IC50,20.0
20207,CHEMBL337981,CHEMBL138786,CHEMBL762018,61.6,IC50,56.6
20209,CHEMBL337981,CHEMBL138786,CHEMBL762017,74.3,IC50,74.2
20211,CHEMBL341274,CHEMBL127118,CHEMBL760423,1.9,IC50,2.2
20215,CHEMBL341274,CHEMBL127118,CHEMBL812859,10.0,IC50,10.0
20218,CHEMBL341274,CHEMBL127118,CHEMBL817093,10.0,IC50,100.0
20221,CHEMBL130351,CHEMBL127118,CHEMBL760423,1.9,IC50,2.2
20225,CHEMBL130351,CHEMBL127118,CHEMBL812859,10.0,IC50,10.0
20228,CHEMBL130351,CHEMBL127118,CHEMBL817093,10.0,IC50,100.0
20232,CHEMBL136235,CHEMBL344680,CHEMBL880016,0.71,IC50,13.0
20239,CHEMBL136235,CHEMBL344680,CHEMBL671129,6.8,IC50,140.0
20244,CHEMBL136235,CHEMBL344680,CHEMBL617461,1.9,IC50,21.0
20257,CHEMBL136235,CHEMBL344680,CHEMBL880016,88.0,IC50,13.0
20264,CHEMBL136235,CHEMBL344680,CHEMBL671129,1500.0,IC50,140.0
20269,CHEMBL136235,CHEMBL344680,CHEMBL617461,360.0,IC50,21.0
20282,CHEMBL136235,CHEMBL344680,CHEMBL880016,0.88,IC50,13.0
20289,CHEMBL136235,CHEMBL344680,CHEMBL671129,11.0,IC50,140.0
20294,CHEMBL136235,CHEMBL344680,CHEMBL617461,3.6,IC50,21.0
20301,CHEMBL137536,CHEMBL344680,CHEMBL880016,3.8,IC50,13.0
20308,CHEMBL137536,CHEMBL344680,CHEMBL671129,74.0,IC50,140.0
20313,CHEMBL137536,CHEMBL344680,CHEMBL617461,9.8,IC50,21.0
20320,CHEMBL136722,CHEMBL344680,CHEMBL880016,3.0,IC50,13.0
20327,CHEMBL136722,CHEMBL344680,CHEMBL671129,29.0,IC50,140.0
20332,CHEMBL136722,CHEMBL344680,CHEMBL617461,5.1,IC50,21.0
20339,CHEMBL136722,CHEMBL344680,CHEMBL880016,250.0,IC50,13.0
20346,CHEMBL136722,CHEMBL344680,CHEMBL671129,4900.0,IC50,140.0
20351,CHEMBL136722,CHEMBL344680,CHEMBL617461,650.0,IC50,21.0
20364,CHEMBL136722,CHEMBL344680,CHEMBL880016,2.5,IC50,13.0
20371,CHEMBL136722,CHEMBL344680,CHEMBL671129,12.0,IC50,140.0
20376,CHEMBL136722,CHEMBL344680,CHEMBL617461,2.9,IC50,21.0
20388,CHEMBL1410785,CHEMBL3927142,CHEMBL3865749,0.09,IC50,0.33
20390,CHEMBL3899105,CHEMBL3927142,CHEMBL3865749,23.0,IC50,0.33
20392,CHEMBL3903088,CHEMBL3927142,CHEMBL3865749,0.3,IC50,0.33
20394,CHEMBL141225,CHEMBL140220,CHEMBL695685,5.57,IC50,0.068
20397,CHEMBL141225,CHEMBL140220,CHEMBL804681,7.43,IC50,0.68
20401,CHEMBL141171,CHEMBL140220,CHEMBL695685,6.96,IC50,0.068
20404,CHEMBL141171,CHEMBL140220,CHEMBL804681,8.7,IC50,0.68
20407,CHEMBL343288,CHEMBL140220,CHEMBL815034,0.39,IC50,0.53
20408,CHEMBL343288,CHEMBL140220,CHEMBL695685,0.026,IC50,0.068
20411,CHEMBL343288,CHEMBL140220,CHEMBL804681,0.015,IC50,0.68
20414,CHEMBL141270,CHEMBL140220,CHEMBL815034,1.0,IC50,0.53
20415,CHEMBL141270,CHEMBL140220,CHEMBL695685,0.37,IC50,0.068
20418,CHEMBL141270,CHEMBL140220,CHEMBL804681,0.74,IC50,0.68
20455,CHEMBL2331884,CHEMBL2331883,CHEMBL2343807,7.46,IC50,9.6
20458,CHEMBL2331884,CHEMBL2331883,CHEMBL2340838,6.71,IC50,7.84
20461,CHEMBL2331884,CHEMBL2331883,CHEMBL2343809,6.56,IC50,4.87
20470,CHEMBL2331884,CHEMBL2331883,CHEMBL2340839,0.11,IC50,0.13
20491,CHEMBL2331886,CHEMBL2331883,CHEMBL2340838,34.21,IC50,7.84
20494,CHEMBL2331886,CHEMBL2331883,CHEMBL2343807,18.28,IC50,9.6
20497,CHEMBL2331886,CHEMBL2331883,CHEMBL2343809,15.19,IC50,4.87
20500,CHEMBL2331886,CHEMBL2331883,CHEMBL2340839,0.44,IC50,0.13
20503,CHEMBL3087621,CHEMBL48381,CHEMBL3088597,0.45,IC50,15.0
20506,CHEMBL45578,CHEMBL48381,CHEMBL699301,87.0,IC50,8.9
20507,CHEMBL45578,CHEMBL48381,CHEMBL699301,87.0,IC50,7.5
20510,CHEMBL45578,CHEMBL48381,CHEMBL699301,95.0,IC50,8.9
20511,CHEMBL45578,CHEMBL48381,CHEMBL699301,95.0,IC50,7.5
20515,CHEMBL45578,CHEMBL48381,CHEMBL3088597,98.0,IC50,15.0
20527,CHEMBL3085796,CHEMBL48381,CHEMBL3088597,1.0,IC50,15.0
20530,CHEMBL3087622,CHEMBL48381,CHEMBL3088597,4.0,IC50,15.0
20533,CHEMBL3087623,CHEMBL48381,CHEMBL3088597,0.6,IC50,15.0
20536,CHEMBL3087632,CHEMBL48381,CHEMBL3088597,1.0,IC50,15.0
20539,CHEMBL3087633,CHEMBL48381,CHEMBL3088597,11.0,IC50,15.0
20542,CHEMBL3087624,CHEMBL48381,CHEMBL3088597,0.49,IC50,15.0
20545,CHEMBL3087790,CHEMBL48381,CHEMBL3088597,0.53,IC50,15.0
20548,CHEMBL3087797,CHEMBL3087812,CHEMBL3090836,62.0,IC50,31.0
20552,CHEMBL3087800,CHEMBL3087812,CHEMBL3090836,50.0,IC50,31.0
20556,CHEMBL3087813,CHEMBL3087812,CHEMBL3090836,41.0,IC50,31.0
20563,CHEMBL129694,CHEMBL340663,CHEMBL656843,5.0,IC50,2.0
20566,CHEMBL340238,CHEMBL340663,CHEMBL656843,7.0,IC50,2.0
20588,CHEMBL129559,CHEMBL126909,CHEMBL648943,3.17E-7,IC50,4.55E-7
20592,CHEMBL127113,CHEMBL126909,CHEMBL648943,4.73E-7,IC50,4.55E-7
20596,CHEMBL125759,CHEMBL267373,CHEMBL763795,20.0,IC50,22.0
20602,CHEMBL125596,CHEMBL267373,CHEMBL763795,200.0,IC50,22.0
20610,CHEMBL118450,CHEMBL119059,CHEMBL678617,47.0,IC50,140.0
20611,CHEMBL115852,CHEMBL119059,CHEMBL678617,57.0,IC50,140.0
20614,CHEMBL358389,CHEMBL149158,CHEMBL746546,13.0,IC50,0.54
20616,CHEMBL357942,CHEMBL149158,CHEMBL746546,0.42,IC50,0.54
20618,CHEMBL341635,CHEMBL149158,CHEMBL746546,1.7,IC50,0.54
20620,CHEMBL3091547,CHEMBL3091546,CHEMBL3097771,50.0,IC50,50.0
20624,CHEMBL3091547,CHEMBL3091546,CHEMBL3097773,35.8,IC50,47.4
20628,CHEMBL3091547,CHEMBL3091546,CHEMBL3097775,23.9,IC50,23.1
20631,CHEMBL3091547,CHEMBL3091546,CHEMBL3097776,27.0,IC50,51.0
20644,CHEMBL82115,CHEMBL196812,CHEMBL3631655,14.0,IC50,8.0
20649,CHEMBL151999,CHEMBL329471,CHEMBL666618,12.0,IC50,18.7
20650,CHEMBL151999,CHEMBL329471,CHEMBL666618,12.0,IC50,57.8
20655,CHEMBL151999,CHEMBL329471,CHEMBL666618,30.4,IC50,18.7
20656,CHEMBL151999,CHEMBL329471,CHEMBL666618,30.4,IC50,57.8
20661,CHEMBL151999,CHEMBL329471,CHEMBL646404,11.4,IC50,100.0
20662,CHEMBL151999,CHEMBL329471,CHEMBL646404,11.4,IC50,309.2
20665,CHEMBL151999,CHEMBL329471,CHEMBL646404,28.8,IC50,100.0
20666,CHEMBL151999,CHEMBL329471,CHEMBL646404,28.8,IC50,309.2
20669,CHEMBL151999,CHEMBL329471,CHEMBL820793,100.0,IC50,60.5
20670,CHEMBL151999,CHEMBL329471,CHEMBL820793,100.0,IC50,187.1
20673,CHEMBL151999,CHEMBL329471,CHEMBL820793,252.9,IC50,60.5
20674,CHEMBL151999,CHEMBL329471,CHEMBL820793,252.9,IC50,187.1
20677,CHEMBL449956,CHEMBL359290,CHEMBL762993,0.06,IC50,0.03
20681,CHEMBL449956,CHEMBL359290,CHEMBL764700,0.13,IC50,0.05
20685,CHEMBL3220595,CHEMBL3220625,CHEMBL3225153,0.2,IC50,0.089
20687,CHEMBL3220596,CHEMBL3220625,CHEMBL3225153,0.3,IC50,0.089
20689,CHEMBL3220597,CHEMBL3220625,CHEMBL3225153,0.15,IC50,0.089
